1.000000000000000000e+00,8.086826205253601074e-01,7.435462474822998047e-01,3.505094349384307861e-01,3.176151812076568604e-01,4.581747055053710938e-01,4.259279668331146240e-01
2.000000000000000000e+00,7.296182513236999512e-01,7.195693850517272949e-01,3.099886476993560791e-01,3.060939610004425049e-01,4.196375906467437744e-01,4.134747982025146484e-01
3.000000000000000000e+00,7.148019075393676758e-01,7.096403837203979492e-01,3.029987215995788574e-01,3.007433414459228516e-01,4.118036925792694092e-01,4.088942110538482666e-01
4.000000000000000000e+00,7.062041759490966797e-01,7.017066478729248047e-01,2.992399930953979492e-01,2.974066734313964844e-01,4.069669842720031738e-01,4.043006300926208496e-01
5.000000000000000000e+00,7.005198597908020020e-01,6.976594328880310059e-01,2.969360649585723877e-01,2.956414520740509033e-01,4.035847485065460205e-01,4.020127654075622559e-01
6.000000000000000000e+00,6.964769363403320312e-01,6.942525506019592285e-01,2.954695522785186768e-01,2.949426472187042236e-01,4.009951651096343994e-01,3.993092775344848633e-01
7.000000000000000000e+00,6.940117478370666504e-01,6.936005949974060059e-01,2.946984469890594482e-01,2.946026623249053955e-01,3.993192315101623535e-01,3.989946842193603516e-01
8.000000000000000000e+00,6.911715865135192871e-01,6.888442039489746094e-01,2.936407029628753662e-01,2.931037247180938721e-01,3.975268006324768066e-01,3.957412540912628174e-01
9.000000000000000000e+00,6.890646815299987793e-01,6.896963119506835938e-01,2.928725481033325195e-01,2.936710119247436523e-01,3.961916863918304443e-01,3.960279524326324463e-01
1.000000000000000000e+01,6.872783899307250977e-01,6.881753802299499512e-01,2.921990752220153809e-01,2.927326858043670654e-01,3.950822055339813232e-01,3.954423964023590088e-01
